Load History,Distance to Task,Total Distance Traveled
0.0,19.612,0.0
1.0,6.82,4.673
2.0,17.796,12.713000000000001
0.0,21.371,0.0
0.0,26.962,0.0
2.0,18.058,11.493
3.0,2.712,30.509
0.0,24.171,0.0
0.0,29.762,0.0
3.0,2.783,29.551000000000002
4.0,11.939,33.221000000000004
0.0,12.973,0.0
0.0,18.564,0.0
4.0,11.639,32.334
4.0,20.823,33.221000000000004
1.0,13.282,12.973
1.0,13.757,18.564
4.0,20.523,32.334
4.0,11.875,33.221000000000004
2.0,14.196,26.255000000000003
2.0,14.451,32.321
4.0,11.575,32.334
4.0,22.853,33.221000000000004
3.0,14.473,40.451
2.0,5.248,32.321
5.0,14.44,43.909000000000006
4.0,29.386,33.221000000000004
4.0,6.401,54.924
3.0,6.646,37.568999999999996
5.0,20.973,43.909000000000006
4.0,14.038,33.221000000000004
5.0,15.828,61.325
4.0,15.657,44.214999999999996
5.0,5.17,43.909000000000006
0.0,10.569,0.0
0.0,10.748,0.0
0.0,12.303,0.0
0.0,10.977,0.0
1.0,4.216,10.569
0.0,7.385,0.0
0.0,13.036,0.0
1.0,4.257,10.977
1.0,17.303,10.569
1.0,13.5,7.385
0.0,20.82,0.0
2.0,13.783,15.234
1.0,13.286,10.569
2.0,21.357,20.884999999999998
0.0,1.571,0.0
3.0,21.687,29.017
2.0,11.858,23.855
2.0,19.453,20.884999999999998
1.0,11.75,1.571
3.0,19.823,29.017
3.0,8.658,35.713
2.0,14.31,20.884999999999998
2.0,8.961,13.321
3.0,14.64,29.017
3.0,17.305,35.713
3.0,14.418,35.195
3.0,14.378,22.282
3.0,4.566,29.017
3.0,25.965,35.713
4.0,11.233,49.613
3.0,20.309,22.282
4.0,10.679,33.583
3.0,7.091,35.713
5.0,19.287,60.846000000000004
3.0,2.002,22.282
5.0,18.451,44.262
4.0,22.552,42.804
5.0,8.812,60.846000000000004
4.0,22.535,24.284
5.0,8.224,44.262
0.0,11.051,0.0
0.0,29.148,0.0
0.0,21.041,0.0
0.0,13.883,0.0
1.0,5.683,11.051
0.0,23.348,0.0
0.0,15.241,0.0
1.0,6.204,13.883
2.0,6.188,16.734
0.0,20.333,0.0
0.0,15.778,0.0
2.0,6.181,20.087
3.0,13.949,22.922
0.0,26.704,0.0
0.0,16.998,0.0
3.0,13.957,26.268
4.0,17.309,36.871
0.0,10.038,0.0
1.0,16.909,16.998
3.0,13.657,26.268
4.0,14.523,36.871
1.0,23.305,10.038
2.0,23.398,33.907
3.0,10.383,26.268
4.0,2.768,36.871
2.0,16.926,33.343
2.0,16.641,33.907
4.0,17.009,36.650999999999996
5.0,17.587,39.639
2.0,20.51,33.343
3.0,18.137,50.547999999999995
4.0,20.592,36.650999999999996
5.0,22.346,39.639
3.0,5.361,53.85300000000001
4.0,5.382,68.685
4.0,22.463,36.650999999999996
5.0,27.862,39.639
4.0,6.018,59.214000000000006
5.0,6.592,74.06700000000001
4.0,28.743,36.650999999999996
0.0,21.307,0.0
0.0,19.97,0.0
0.0,7.38,0.0
0.0,3.7,0.0
0.0,8.956,0.0
1.0,14.397,19.97
0.0,9.27,0.0
1.0,14.488,3.7
1.0,9.069,8.956
1.0,12.106,19.97
1.0,8.683,9.27
1.0,12.168,3.7
2.0,14.015,18.025
1.0,25.249,19.97
2.0,13.815,17.953
1.0,25.34,3.7
3.0,10.744,32.04
1.0,25.481,19.97
3.0,11.261,31.768
1.0,25.572,3.7
4.0,2.812,42.784
1.0,28.281,19.97
4.0,2.954,43.028999999999996
1.0,28.372,3.7
5.0,14.246,45.596
1.0,16.689,19.97
5.0,14.408,45.983
1.0,16.78,3.7
5.0,8.743,45.596
2.0,11.965,36.659
5.0,8.705,45.983
2.0,12.011,20.48
5.0,29.449,45.596
3.0,25.371,48.623999999999995
5.0,29.611,45.983
3.0,25.733,32.491
6.0,21.715,75.045
3.0,10.818,48.623999999999995
5.0,9.621,45.983
4.0,21.282,58.224000000000004
0.0,10.522,0.0
0.0,7.385,0.0
0.0,13.369,0.0
0.0,16.369,0.0
0.0,7.166,0.0
1.0,4.299,7.385
1.0,4.336,13.369
0.0,17.522,0.0
1.0,13.036,7.166
1.0,13.074,7.385
2.0,12.94,17.705
0.0,7.473,0.0
2.0,20.103,20.201999999999998
1.0,13.091,7.385
2.0,8.521,17.705
1.0,20.053,7.473
2.0,13.261,20.201999999999998
2.0,7.321,20.476
3.0,7.447,26.226
1.0,13.211,7.473
2.0,22.635,20.201999999999998
3.0,12.396,27.796999999999997
3.0,4.633,26.226
2.0,12.38,20.684
2.0,16.208,20.201999999999998
4.0,27.166,40.193
4.0,27.136,30.858999999999998
2.0,23.656,20.684
3.0,20.73,36.41
4.0,13.851,40.193
4.0,13.822,30.858999999999998
3.0,20.689,44.34
3.0,18.295,36.41
5.0,14.74,54.044
5.0,14.982,44.681
3.0,18.253,44.34
4.0,3.978,54.705
5.0,17.9,54.044
5.0,18.142,44.681
4.0,4.049,62.593
0.0,17.752,0.0
0.0,24.799,0.0
0.0,9.675,0.0
0.0,34.628,0.0
1.0,18.904,17.752
0.0,11.714,0.0
1.0,19.166,9.675
0.0,18.255,0.0
1.0,4.712,17.752
1.0,19.565,11.714
1.0,4.945,9.675
1.0,19.203,18.255
2.0,28.1,22.464
1.0,13.381,11.714
2.0,28.195,14.620000000000001
1.0,13.709,18.255
2.0,3.654,22.464
2.0,26.837,25.095
2.0,3.541,14.620000000000001
2.0,27.049,31.964
3.0,30.752,26.118
2.0,14.868,25.095
3.0,30.41,18.161
2.0,14.781,31.964
3.0,19.137,26.118
3.0,16.082,39.963
3.0,18.796,18.161
3.0,15.961,46.745
4.0,7.963,45.254999999999995
3.0,13.975,39.963
4.0,7.621,36.957
3.0,14.054,46.745
5.0,9.436,53.217999999999996
3.0,14.023,39.963
5.0,9.606,44.578
3.0,14.073,46.745
6.0,8.654,62.653999999999996
3.0,8.002,39.963
6.0,8.896,54.184000000000005
3.0,8.081,46.745
0.0,28.84,0.0
0.0,10.537,0.0
0.0,22.56,0.0
0.0,13.921,0.0
0.0,21.307,0.0
1.0,17.775,10.537
0.0,15.791,0.0
1.0,17.642,13.921
0.0,16.634,0.0
2.0,4.694,28.311999999999998
1.0,4.535,15.791
1.0,19.285,13.921
0.0,22.266,0.0
3.0,5.237,33.006
2.0,5.736,20.326
1.0,21.018,13.921
0.0,21.896,0.0
4.0,12.167,38.243
3.0,12.475,26.062
1.0,10.511,13.921
1.0,10.989,21.896
4.0,4.656,38.243
3.0,4.73,26.062
2.0,10.931,24.432
2.0,14.206,32.885000000000005
4.0,10.954,38.243
4.0,14.049,30.792
2.0,16.406,24.432
2.0,5.281,32.885000000000005
5.0,19.75,49.197
4.0,5.438,30.792
3.0,19.758,40.837999999999994
3.0,21.95,38.166000000000004
5.0,2.354,49.197
5.0,22.329,36.230000000000004
3.0,2.262,40.837999999999994
3.0,2.55,38.166000000000004
6.0,19.625,51.551
5.0,2.971,36.230000000000004
4.0,19.158,43.099999999999994
0.0,20.616,0.0
0.0,3.471,0.0
0.0,19.864,0.0
0.0,15.803,0.0
0.0,11.992,0.0
1.0,10.059,3.471
0.0,11.033,0.0
1.0,10.033,15.803
0.0,12.288,0.0
2.0,13.462,13.53
1.0,13.974,11.033
1.0,23.778,15.803
1.0,3.373,12.288
2.0,11.014,13.53
2.0,3.011,25.006999999999998
1.0,21.33,15.803
2.0,1.245,15.661000000000001
2.0,10.25,13.53
3.0,1.071,28.017999999999997
1.0,20.566,15.803
3.0,2.764,16.906000000000002
2.0,9.787,13.53
4.0,2.807,29.089
1.0,20.103,15.803
4.0,10.132,19.67
2.0,6.653,13.53
5.0,9.846,31.895999999999997
1.0,15.651,15.803
4.0,11.378,19.67
3.0,21.018,20.183
5.0,11.665,31.895999999999997
2.0,21.114,31.454
5.0,16.847,31.048000000000002
3.0,15.866,20.183
6.0,17.097,43.56099999999999
2.0,16.033,31.454
5.0,19.412,31.048000000000002
4.0,24.818,36.049
6.0,19.091,43.56099999999999
3.0,25.042,47.487
0.0,16.895,0.0
0.0,14.127,0.0
0.0,16.906,0.0
0.0,20.162,0.0
0.0,19.895,0.0
1.0,2.7,14.127
1.0,2.862,16.906
0.0,23.162,0.0
0.0,22.67,0.0
2.0,11.656,16.827
2.0,11.773,19.768
0.0,26.103,0.0
0.0,9.801,0.0
3.0,31.057,28.483000000000004
3.0,31.27,31.541
0.0,6.533,0.0
1.0,10.838,9.801
3.0,24.073,28.483000000000004
3.0,24.286,31.541
1.0,10.956,6.533
2.0,13.896,20.639
3.0,11.4,28.483000000000004
3.0,11.613,31.541
2.0,14.0,17.489
3.0,14.349,34.535
3.0,24.949,28.483000000000004
3.0,25.163,31.541
3.0,14.49,31.489
4.0,11.365,48.884
3.0,18.017,28.483000000000004
3.0,18.23,31.541
4.0,11.194,45.979
4.0,17.734,48.884
4.0,9.149,46.5
3.0,11.244,31.541
5.0,8.766,57.173
4.0,20.534,48.884
5.0,3.012,55.649
4.0,2.624,42.785
5.0,11.566,57.173
0.0,11.475,0.0
0.0,26.704,0.0
0.0,20.597,0.0
0.0,13.664,0.0
1.0,11.532,11.475
0.0,15.539,0.0
0.0,9.55,0.0
1.0,11.453,13.664
2.0,6.977,23.006999999999998
0.0,19.87,0.0
1.0,7.313,9.55
1.0,10.859,13.664
3.0,3.076,29.983999999999998
0.0,20.333,0.0
2.0,2.257,16.863
1.0,13.461,13.664
4.0,13.091,33.059999999999995
0.0,26.567,0.0
3.0,13.036,19.12
1.0,1.874,13.664
5.0,17.188,46.150999999999996
0.0,9.801,0.0
3.0,10.533,19.12
2.0,17.608,15.538
5.0,12.103,46.150999999999996
1.0,13.578,9.801
4.0,13.733,29.653
2.0,12.523,15.538
5.0,13.266,46.150999999999996
2.0,7.492,23.378999999999998
4.0,5.991,29.653
3.0,7.975,28.061
5.0,8.796,46.150999999999996
3.0,11.73,30.871
5.0,11.08,35.644
3.0,12.52,28.061
5.0,7.533,46.150999999999996
4.0,5.152,42.601
5.0,6.428,35.644
4.0,4.878,40.581
0.0,23.402,0.0
0.0,15.405,0.0
0.0,20.27,0.0
0.0,28.426,0.0
0.0,3.0,0.0
1.0,26.461,15.405
1.0,26.157,20.27
0.0,4.949,0.0
1.0,18.113,3.0
1.0,12.13,15.405
1.0,12.033,20.27
1.0,18.663,4.949
1.0,9.501,3.0
2.0,9.076,27.535
2.0,9.207,32.303
1.0,10.051,4.949
2.0,15.813,12.501
2.0,12.756,27.535
2.0,12.448,32.303
2.0,16.087,15.0
3.0,17.682,28.314
2.0,12.312,27.535
2.0,12.443,32.303
3.0,17.456,31.087
3.0,31.391,28.314
3.0,23.516,39.847
3.0,23.475,44.745999999999995
3.0,31.165,31.087
4.0,26.292,59.705
3.0,12.965,39.847
3.0,12.924,44.745999999999995
4.0,26.604,62.251999999999995
4.0,7.135,59.705
4.0,19.363,52.812
4.0,19.418,57.669999999999995
4.0,7.447,62.251999999999995
5.0,15.73,66.84
4.0,29.87,52.812
4.0,29.925,57.669999999999995
5.0,15.678,69.699
0.0,13.898,0.0
0.0,20.02,0.0
0.0,25.303,0.0
0.0,11.043,0.0
1.0,16.804,13.898
0.0,8.996,0.0
0.0,12.498,0.0
1.0,16.607,11.043
1.0,7.065,13.898
1.0,12.23,8.996
1.0,12.466,12.498
1.0,6.868,11.043
2.0,18.009,20.963
1.0,8.678,8.996
1.0,8.425,12.498
2.0,17.875,17.911
2.0,10.503,20.963
2.0,13.623,17.674
2.0,13.233,20.923000000000002
2.0,10.038,17.911
3.0,13.052,31.466
2.0,24.341,17.674
2.0,23.951,20.923000000000002
3.0,12.706,27.949
4.0,14.341,44.518
2.0,11.021,17.674
2.0,10.631,20.923000000000002
4.0,14.579,40.655
4.0,13.004,44.518
3.0,2.571,28.695
3.0,2.812,31.554000000000002
4.0,13.242,40.655
4.0,26.633,44.518
4.0,16.205,31.266000000000002
4.0,16.384,34.366
4.0,26.871,40.655
4.0,18.069,44.518
5.0,9.593,47.471000000000004
5.0,9.596,50.75
4.0,18.307,40.655
0.0,10.561,0.0
0.0,7.761,0.0
0.0,20.82,0.0
0.0,9.432,0.0
0.0,16.369,0.0
1.0,20.412,7.761
0.0,8.885,0.0
1.0,20.029,9.432
1.0,11.043,16.369
1.0,11.419,7.761
1.0,10.734,8.885
1.0,11.036,9.432
1.0,6.554,16.369
2.0,8.749,19.18
2.0,8.67,19.619
1.0,13.475,9.432
2.0,11.388,22.923000000000002
2.0,6.679,19.18
2.0,6.558,19.619
2.0,12.153,22.907
2.0,18.978,22.923000000000002
3.0,21.776,25.859
3.0,21.618,26.177
2.0,18.544,22.907
3.0,30.558,41.901
3.0,10.52,25.859
3.0,10.703,26.177
3.0,30.191,41.451
3.0,16.005,41.901
4.0,21.582,36.379000000000005
4.0,21.312,36.879999999999995
3.0,15.637,41.451
4.0,10.55,57.906000000000006
4.0,12.321,36.379000000000005
4.0,12.051,36.879999999999995
4.0,10.653,57.088
4.0,11.594,57.906000000000006
5.0,14.02,48.7
5.0,13.693,48.931
4.0,11.49,57.088
0.0,4.53,0.0
0.0,10.95,0.0
0.0,13.728,0.0
0.0,18.564,0.0
1.0,2.399,4.53
0.0,9.052,0.0
1.0,2.561,13.728
0.0,20.112,0.0
2.0,5.662,6.929
0.0,3.376,0.0
2.0,5.862,16.289
0.0,23.839,0.0
2.0,13.742,6.929
1.0,10.41,3.376
3.0,10.344,22.151000000000003
0.0,19.612,0.0
2.0,12.163,6.929
2.0,25.893,13.786
4.0,26.126,32.495000000000005
0.0,26.883,0.0
3.0,10.79,19.092
2.0,17.104,13.786
4.0,17.337,32.495000000000005
1.0,10.661,26.883
4.0,23.225,29.881999999999998
2.0,12.122,13.786
4.0,12.189,32.495000000000005
2.0,23.495,37.544
4.0,13.28,29.881999999999998
3.0,10.983,25.908
5.0,11.519,44.684000000000005
2.0,13.551,37.544
4.0,17.803,29.881999999999998
4.0,7.599,36.891000000000005
5.0,7.492,44.684000000000005
3.0,8.091,51.095
4.0,17.265,29.881999999999998
5.0,24.158,44.49000000000001
5.0,31.24,44.684000000000005
4.0,24.112,59.186
0.0,2.704,0.0
0.0,8.295,0.0
0.0,16.991,0.0
0.0,14.125,0.0
1.0,21.106,2.704
0.0,12.886,0.0
0.0,7.166,0.0
1.0,21.026,14.125
1.0,14.173,2.704
1.0,11.161,12.886
1.0,11.099,7.166
1.0,14.094,14.125
1.0,24.955,2.704
2.0,13.475,24.046999999999997
2.0,13.151,18.265
1.0,24.876,14.125
1.0,16.997,2.704
3.0,14.168,37.522
3.0,14.398,31.416
1.0,17.005,14.125
2.0,23.345,19.701
3.0,22.165,37.522
3.0,22.394,31.416
2.0,23.316,31.13
3.0,5.276,43.046
3.0,23.85,37.522
3.0,24.08,31.416
3.0,5.101,54.446
4.0,13.787,48.322
3.0,9.967,37.522
3.0,10.196,31.416
4.0,14.246,59.547
4.0,5.704,48.322
4.0,7.754,47.489
4.0,7.78,41.612
4.0,6.162,59.547
5.0,24.023,54.026
4.0,17.565,47.489
4.0,17.291,41.612
5.0,24.006,65.709
0.0,16.911,0.0
0.0,11.191,0.0
0.0,12.6,0.0
0.0,7.977,0.0
0.0,13.289,0.0
1.0,22.639,11.191
0.0,19.906,0.0
1.0,22.856,7.977
1.0,19.609,13.289
1.0,4.237,11.191
1.0,19.975,19.906
1.0,4.454,7.977
1.0,16.562,13.289
2.0,9.562,15.428
1.0,16.928,19.906
2.0,9.342,12.431000000000001
1.0,11.855,13.289
3.0,11.973,24.990000000000002
1.0,11.82,19.906
3.0,11.728,21.773000000000003
2.0,25.671,25.144
3.0,15.156,24.990000000000002
2.0,25.988,31.726
3.0,15.111,21.773000000000003
2.0,11.567,25.144
4.0,26.67,40.146
2.0,11.084,31.726
4.0,26.87,36.884
3.0,8.475,36.711
4.0,24.724,40.146
3.0,8.383,42.81
4.0,24.924,36.884
4.0,11.348,45.186
4.0,22.308,40.146
4.0,10.81,51.193
4.0,22.508,36.884
5.0,13.538,56.534
4.0,10.561,40.146
5.0,13.738,62.003
4.0,10.761,36.884
0.0,5.92,0.0
0.0,3.851,0.0
0.0,16.898,0.0
0.0,9.432,0.0
0.0,6.302,0.0
1.0,8.333,3.851
0.0,20.162,0.0
1.0,8.668,9.432
1.0,24.999,6.302
1.0,22.543,3.851
0.0,7.38,0.0
2.0,25.416,18.1
1.0,21.227,6.302
2.0,10.968,26.394
1.0,11.321,7.38
2.0,21.644,18.1
1.0,16.848,6.302
3.0,5.156,37.361999999999995
2.0,4.982,18.701
2.0,17.265,18.1
2.0,6.641,23.15
3.0,11.945,37.361999999999995
3.0,6.718,23.683
2.0,14.227,18.1
3.0,6.269,29.790999999999997
3.0,11.206,37.361999999999995
4.0,5.691,30.401
2.0,19.815,18.1
4.0,29.324,36.059999999999995
3.0,23.875,37.361999999999995
5.0,29.211,36.092
2.0,14.494,18.1
4.0,13.261,36.059999999999995
4.0,18.564,61.236999999999995
5.0,13.147,36.092
3.0,18.543,32.594
5.0,4.136,49.321
4.0,17.83,61.236999999999995
6.0,4.307,49.239
3.0,17.81,32.594
0.0,11.033,0.0
0.0,6.936,0.0
0.0,20.689,0.0
0.0,13.568,0.0
0.0,12.061,0.0
1.0,16.928,6.936
0.0,7.949,0.0
1.0,16.803,13.568
1.0,8.325,12.061
1.0,13.663,6.936
1.0,8.771,7.949
1.0,13.539,13.568
2.0,8.874,20.386
1.0,6.227,6.936
2.0,8.325,16.72
1.0,6.351,13.568
2.0,22.515,20.386
2.0,16.322,13.163
2.0,22.463,16.72
2.0,16.839,19.919
2.0,3.756,20.386
3.0,19.183,29.485
2.0,3.704,16.72
3.0,18.418,36.757999999999996
3.0,19.829,24.142
3.0,3.524,29.485
3.0,19.5,20.424
3.0,4.041,36.757999999999996
3.0,9.866,24.142
4.0,29.345,33.009
3.0,10.196,20.424
4.0,29.312,40.79899999999999
4.0,19.856,34.007999999999996
4.0,10.824,33.009
4.0,20.046,30.619999999999997
4.0,10.791,40.79899999999999
4.0,10.487,34.007999999999996
5.0,20.137,43.833
4.0,10.877,30.619999999999997
5.0,20.225,51.58999999999999
0.0,22.698,0.0
0.0,4.516,0.0
0.0,16.898,0.0
0.0,8.885,0.0
0.0,11.841,0.0
1.0,14.112,4.516
0.0,6.041,0.0
1.0,14.657,8.885
1.0,4.819,11.841
1.0,9.439,4.516
1.0,4.776,6.041
1.0,9.984,8.885
1.0,18.394,11.841
2.0,13.592,13.955
2.0,13.87,10.817
1.0,7.697,8.885
1.0,8.687,11.841
3.0,21.442,27.547
2.0,11.674,10.817
2.0,21.654,16.582
2.0,7.254,20.528
3.0,14.591,27.547
3.0,6.775,22.491
2.0,14.803,16.582
3.0,9.621,27.781999999999996
3.0,22.556,27.547
4.0,9.628,29.266
2.0,22.768,16.582
4.0,3.033,37.403
3.0,19.556,27.547
5.0,3.312,38.894
2.0,19.768,16.582
5.0,13.982,40.436
3.0,22.206,27.547
6.0,14.123,42.205999999999996
2.0,22.418,16.582
5.0,25.222,40.436
4.0,27.906,49.753
6.0,25.281,42.205999999999996
3.0,27.968,39.0
0.0,19.602,0.0
0.0,13.961,0.0
0.0,21.712,0.0
0.0,10.038,0.0
0.0,19.486,0.0
1.0,11.436,13.961
0.0,29.036,0.0
1.0,11.036,10.038
0.0,3.15,0.0
2.0,16.194,25.397
0.0,17.585,0.0
2.0,15.944,21.073999999999998
1.0,13.992,3.15
2.0,3.942,25.397
1.0,13.404,17.585
2.0,3.692,21.073999999999998
1.0,10.707,3.15
3.0,19.803,29.339
1.0,10.166,17.585
3.0,19.915,24.766
2.0,28.589,13.857000000000001
3.0,12.109,29.339
2.0,28.859,27.751
3.0,11.938,24.766
2.0,8.131,13.857000000000001
4.0,24.157,41.448
2.0,7.902,27.751
4.0,23.824,36.704
3.0,8.91,21.988
4.0,22.107,41.448
3.0,9.072,35.653
4.0,21.94,36.704
4.0,12.466,30.898
4.0,18.357,41.448
4.0,12.432,44.724999999999994
4.0,18.024,36.704
5.0,23.949,43.364
4.0,7.821,41.448
5.0,24.327,57.157
4.0,8.154,36.704
0.0,5.412,0.0
0.0,11.646,0.0
0.0,14.92,0.0
0.0,23.544,0.0
1.0,9.241,5.412
0.0,2.662,0.0
1.0,9.208,14.92
0.0,19.87,0.0
1.0,3.561,5.412
1.0,11.43,2.662
2.0,11.409,24.128
0.0,26.704,0.0
2.0,14.693,8.972999999999999
1.0,6.992,2.662
3.0,14.867,35.537
0.0,26.695,0.0
2.0,14.732,8.972999999999999
2.0,7.74,9.654
3.0,14.906,35.537
1.0,8.074,26.695
2.0,8.478,8.972999999999999
3.0,21.272,17.394
3.0,8.158,35.537
2.0,21.251,34.769
3.0,12.205,17.451
3.0,11.064,17.394
4.0,12.246,43.695
2.0,11.044,34.769
3.0,15.094,17.451
4.0,17.56,28.458
4.0,15.053,43.695
3.0,17.722,45.813
4.0,20.175,32.545
4.0,2.762,28.458
4.0,15.046,43.695
4.0,20.543,63.535000000000004
4.0,2.866,32.545
5.0,22.839,31.22
5.0,22.818,58.741
4.0,2.333,63.535000000000004
0.0,11.126,0.0
0.0,3.675,0.0
0.0,21.262,0.0
0.0,20.112,0.0
0.0,20.597,0.0
1.0,10.996,3.675
0.0,14.586,0.0
1.0,10.646,20.112
0.0,2.514,0.0
2.0,21.426,14.671
1.0,20.59,14.586
1.0,11.285,20.112
1.0,4.583,2.514
2.0,25.62,14.671
1.0,24.784,14.586
2.0,4.75,31.397
2.0,9.147,7.0969999999999995
2.0,20.755,14.671
1.0,19.918,14.586
3.0,8.973,36.147
3.0,11.515,16.244
2.0,11.586,14.671
1.0,10.749,14.586
4.0,11.494,45.12
3.0,28.653,16.244
3.0,21.297,26.256999999999998
2.0,21.406,25.335
4.0,28.674,45.12
3.0,7.966,16.244
4.0,26.388,47.554
3.0,26.596,46.741
4.0,7.987,45.12
4.0,27.379,24.21
4.0,3.521,47.554
3.0,3.821,46.741
5.0,27.645,53.107
4.0,21.863,24.21
5.0,6.209,51.075
4.0,6.188,50.562
5.0,22.129,53.107
0.0,8.466,0.0
0.0,7.318,0.0
0.0,5.632,0.0
0.0,14.086,0.0
0.0,12.14,0.0
1.0,8.227,7.318
1.0,8.563,5.632
0.0,5.526,0.0
0.0,17.194,0.0
2.0,22.915,15.545
1.0,15.406,5.632
1.0,22.761,5.526
1.0,21.992,17.194
2.0,12.164,15.545
2.0,21.329,21.038
1.0,11.893,5.526
1.0,19.675,17.194
3.0,6.266,27.709
2.0,19.013,21.038
2.0,6.073,17.419
1.0,13.718,17.194
4.0,14.299,33.975
2.0,13.056,21.038
3.0,14.328,23.492
2.0,22.258,30.912
4.0,8.178,33.975
3.0,22.399,34.094
3.0,8.108,23.492
2.0,22.822,30.912
5.0,7.732,42.153000000000006
3.0,22.963,34.094
4.0,7.649,31.6
2.0,19.251,30.912
6.0,8.238,49.885000000000005
3.0,19.392,34.094
5.0,7.656,39.249
2.0,5.515,30.912
7.0,16.47,58.123000000000005
3.0,5.656,34.094
6.0,16.695,46.905
0.0,14.061,0.0
0.0,6.302,0.0
0.0,9.302,0.0
0.0,14.151,0.0
0.0,14.088,0.0
1.0,13.4,6.302
1.0,12.912,9.302
0.0,2.904,0.0
0.0,13.345,0.0
2.0,14.76,19.701999999999998
1.0,8.691,9.302
1.0,15.173,2.904
1.0,11.113,13.345
2.0,7.856,19.701999999999998
2.0,11.104,17.993000000000002
1.0,8.151,2.904
2.0,15.983,24.458
2.0,12.856,19.701999999999998
2.0,26.328,17.993000000000002
2.0,15.45,11.055
2.0,6.182,24.458
3.0,9.946,32.558
2.0,16.651,17.993000000000002
3.0,10.075,26.505
3.0,6.221,30.64
3.0,11.943,32.558
2.0,18.22,17.993000000000002
4.0,6.183,36.58
4.0,21.162,36.861000000000004
3.0,29.293,32.558
2.0,2.821,17.993000000000002
5.0,20.87,42.763
4.0,15.899,36.861000000000004
4.0,11.681,61.851
3.0,12.208,20.814000000000004
5.0,15.607,42.763
4.0,14.001,36.861000000000004
5.0,2.449,73.532
4.0,2.252,33.022000000000006
5.0,13.71,42.763
0.0,4.508,0.0
0.0,10.382,0.0
0.0,11.247,0.0
0.0,16.37,0.0
1.0,7.552,4.508
0.0,15.803,0.0
1.0,7.921,11.247
0.0,23.544,0.0
2.0,11.506,12.059999999999999
0.0,11.658,0.0
2.0,12.16,19.168
0.0,13.796,0.0
2.0,26.557,12.059999999999999
1.0,17.967,11.658
2.0,26.11,19.168
1.0,18.562,13.796
2.0,20.542,12.059999999999999
2.0,9.438,29.625
2.0,20.095,19.168
2.0,9.01,32.358000000000004
2.0,26.904,12.059999999999999
3.0,6.754,39.063
2.0,26.457,19.168
3.0,7.528,41.368
2.0,10.938,12.059999999999999
4.0,23.102,45.817
2.0,11.592,19.168
4.0,23.19,48.896
3.0,16.791,22.997999999999998
4.0,6.525,45.817
3.0,17.262,30.759999999999998
4.0,6.613,48.896
3.0,23.952,22.997999999999998
5.0,9.551,52.342
3.0,24.422,30.759999999999998
5.0,9.425,55.509
3.0,20.026,22.997999999999998
6.0,11.233,61.893
3.0,20.497,30.759999999999998
6.0,11.054,64.934
0.0,21.896,0.0
0.0,21.307,0.0
0.0,16.634,0.0
0.0,14.136,0.0
0.0,12.288,0.0
1.0,21.904,21.307
0.0,5.632,0.0
1.0,22.175,14.136
1.0,13.716,12.288
1.0,10.885,21.307
1.0,13.492,5.632
1.0,11.156,14.136
2.0,12.283,26.003999999999998
1.0,19.608,21.307
1.0,5.199,5.632
2.0,12.57,25.292
3.0,7.323,38.287
1.0,25.848,21.307
2.0,7.615,10.831
2.0,20.043,25.292
4.0,27.077,45.61
1.0,6.933,21.307
3.0,27.115,18.445999999999998
2.0,6.838,25.292
4.0,18.436,45.61
2.0,10.499,28.24
3.0,18.474,18.445999999999998
3.0,10.744,32.13
4.0,10.656,45.61
3.0,17.189,38.739
3.0,10.494,18.445999999999998
4.0,17.484,42.874
5.0,7.503,56.266
3.0,21.096,38.739
4.0,7.849,28.939999999999998
4.0,21.391,42.874
6.0,12.298,63.769
3.0,13.893,38.739
5.0,11.914,36.789
4.0,14.146,42.874
0.0,8.295,0.0
0.0,30.434,0.0
0.0,13.392,0.0
0.0,10.545,0.0
1.0,19.798,8.295
0.0,19.63,0.0
0.0,20.252,0.0
1.0,19.723,10.545
1.0,19.608,8.295
1.0,6.268,19.63
0.0,18.124,0.0
2.0,5.611,30.268
1.0,14.065,8.295
2.0,15.879,25.898
0.0,3.152,0.0
3.0,15.397,35.879
2.0,16.755,22.36
2.0,4.62,25.898
1.0,16.247,3.152
3.0,4.303,35.879
2.0,9.008,22.36
3.0,18.399,30.518
1.0,8.915,3.152
4.0,18.736,40.181999999999995
3.0,17.54,31.368
3.0,3.752,30.518
2.0,17.752,12.067
4.0,3.504,40.181999999999995
3.0,11.664,31.368
4.0,22.115,34.27
2.0,11.576,12.067
5.0,21.636,43.68599999999999
4.0,28.936,43.032
4.0,10.816,34.27
3.0,28.819,23.643
5.0,10.973,43.68599999999999
4.0,27.329,43.032
5.0,3.921,45.086000000000006
3.0,27.211,23.643
6.0,3.942,54.65899999999999
0.0,12.417,0.0
0.0,17.522,0.0
0.0,19.898,0.0
0.0,11.083,0.0
1.0,18.337,12.417
0.0,10.464,0.0
0.0,8.1,0.0
1.0,18.686,11.083
1.0,10.833,12.417
1.0,20.433,10.464
1.0,20.254,8.1
1.0,10.485,11.083
2.0,19.271,23.25
1.0,11.113,10.464
1.0,11.246,8.1
2.0,19.351,21.567999999999998
2.0,17.028,23.25
2.0,5.656,21.576999999999998
2.0,5.591,19.346
2.0,17.107,21.567999999999998
2.0,19.453,23.25
3.0,7.723,27.232999999999997
3.0,7.782,24.937
2.0,19.573,21.567999999999998
2.0,7.816,23.25
