Load History,Distance to Task,Total Distance Traveled
2.0,5.574,13.428
1.0,14.791,6.562
2.0,8.85,13.683
2.0,11.42,10.394
3.0,8.438,19.002000000000002
1.0,11.908,6.562
3.0,2.461,22.533
2.0,11.29,10.394
3.0,10.307,19.002000000000002
2.0,2.502,18.47
4.0,16.275,24.994
2.0,13.404,10.394
3.0,7.768,19.002000000000002
3.0,16.883,20.971999999999998
4.0,16.36,24.994
3.0,8.24,23.798000000000002
4.0,7.595,26.770000000000003
3.0,16.935,20.971999999999998
4.0,19.455,24.994
4.0,25.159,32.038000000000004
5.0,24.851,34.365
3.0,19.624,20.971999999999998
5.0,7.018,44.449
4.0,31.972,32.038000000000004
5.0,31.663,34.365
4.0,6.909,40.596
0.0,15.879,0.0
0.0,24.799,0.0
0.0,29.762,0.0
0.0,17.752,0.0
1.0,11.562,15.879
0.0,19.292,0.0
0.0,29.682,0.0
1.0,11.721,17.752
2.0,21.916,27.441
0.0,10.95,0.0
0.0,11.784,0.0
2.0,21.712,29.473
2.0,19.6,27.441
1.0,6.386,10.95
1.0,6.469,11.784
2.0,19.396,29.473
2.0,25.741,27.441
2.0,8.537,17.336
2.0,8.104,18.253
2.0,25.538,29.473
2.0,25.871,27.441
3.0,2.411,25.872999999999998
3.0,2.173,26.357
2.0,25.668,29.473
2.0,30.462,27.441
4.0,4.673,28.284
4.0,4.87,28.53
2.0,30.258,29.473
2.0,22.68,27.441
5.0,17.967,32.957
5.0,17.942,33.4
2.0,22.476,29.473
3.0,10.26,50.120999999999995
5.0,16.023,32.957
5.0,15.998,33.4
3.0,10.281,51.949
4.0,9.604,60.38099999999999
5.0,24.899,32.957
5.0,24.875,33.4
4.0,9.63,62.23
0.0,13.883,0.0
0.0,9.27,0.0
0.0,4.233,0.0
0.0,6.003,0.0
0.0,5.8,0.0
1.0,7.978,9.27
1.0,7.946,4.233
0.0,13.631,0.0
1.0,10.212,5.8
1.0,14.45,9.27
2.0,10.642,12.178999999999998
0.0,17.949,0.0
2.0,28.086,16.012
1.0,14.631,9.27
3.0,28.277,22.820999999999998
0.0,10.647,0.0
2.0,21.176,16.012
2.0,13.286,23.901
3.0,21.339,22.820999999999998
1.0,12.87,10.647
2.0,6.779,16.012
3.0,15.737,37.187
3.0,6.97,22.820999999999998
2.0,15.578,23.517
3.0,4.549,22.791
3.0,11.363,37.187
4.0,5.002,29.790999999999997
2.0,11.11,23.517
4.0,3.647,27.34
3.0,10.388,37.187
5.0,3.461,34.793
2.0,10.135,23.517
5.0,17.565,30.987
3.0,11.354,37.187
6.0,17.44,38.254
2.0,11.166,23.517
5.0,5.512,30.987
4.0,16.226,48.541
6.0,5.141,38.254
3.0,15.994,34.683
0.0,10.969,0.0
0.0,15.349,0.0
0.0,15.745,0.0
0.0,10.569,0.0
1.0,21.022,10.969
0.0,20.446,0.0
0.0,6.936,0.0
1.0,20.66,10.569
1.0,25.401,10.969
1.0,4.891,20.446
1.0,4.941,6.936
1.0,25.039,10.569
1.0,4.781,10.969
2.0,24.329,25.337000000000003
2.0,24.094,11.876999999999999
1.0,5.019,10.569
2.0,11.236,15.75
2.0,19.349,25.337000000000003
2.0,19.114,11.876999999999999
2.0,11.141,15.588000000000001
3.0,16.44,26.986
2.0,2.754,25.337000000000003
2.0,2.312,11.876999999999999
3.0,16.39,26.729
3.0,10.666,26.986
3.0,5.945,28.091000000000005
3.0,6.223,14.188999999999998
3.0,10.616,26.729
3.0,20.458,26.986
4.0,9.955,34.036
4.0,9.631,20.412
3.0,20.408,26.729
3.0,6.614,26.986
5.0,14.89,43.991
5.0,14.807,30.043
3.0,6.564,26.729
4.0,9.048,33.6
5.0,9.446,43.991
5.0,9.528,30.043
4.0,9.068,33.293
0.0,14.061,0.0
0.0,4.721,0.0
0.0,14.555,0.0
0.0,13.666,0.0
0.0,2.662,0.0
1.0,11.235,4.721
0.0,4.233,0.0
1.0,11.628,13.666
1.0,14.494,2.662
1.0,19.405,4.721
1.0,14.182,4.233
1.0,19.153,13.666
2.0,19.998,17.156
1.0,13.05,4.721
2.0,20.202,18.415
1.0,13.626,13.666
2.0,16.998,17.156
2.0,2.95,17.771
2.0,17.202,18.415
2.0,2.791,27.292
2.0,22.798,17.156
3.0,5.571,20.721
2.0,23.002,18.415
3.0,5.954,30.083000000000002
2.0,21.867,17.156
4.0,9.277,26.292
2.0,21.863,18.415
4.0,8.944,36.037
2.0,11.249,17.156
5.0,31.094,35.569
2.0,11.114,18.415
5.0,30.794,44.981
3.0,13.124,28.405
5.0,23.453,35.569
3.0,13.407,29.529
5.0,23.153,44.981
4.0,13.865,41.529
5.0,15.506,35.569
4.0,14.056,42.936
5.0,15.631,44.981
0.0,22.708,0.0
0.0,22.56,0.0
0.0,19.678,0.0
0.0,11.417,0.0
0.0,21.109,0.0
1.0,6.411,22.56
0.0,18.694,0.0
1.0,7.06,11.417
0.0,14.125,0.0
2.0,7.114,28.970999999999997
0.0,11.71,0.0
2.0,7.33,18.477
1.0,3.026,14.125
2.0,9.716,28.970999999999997
1.0,2.506,11.71
2.0,9.932,18.477
2.0,5.912,17.151
2.0,15.641,28.970999999999997
2.0,5.799,14.216000000000001
2.0,15.273,18.477
3.0,12.55,23.063
2.0,11.79,28.970999999999997
3.0,12.566,20.015
2.0,11.399,18.477
3.0,19.363,23.063
3.0,6.858,40.760999999999996
3.0,19.047,20.015
3.0,6.825,29.875999999999998
3.0,13.858,23.063
4.0,7.606,47.61899999999999
3.0,13.543,20.015
4.0,7.997,36.701
4.0,18.439,36.921
4.0,23.787,47.61899999999999
3.0,6.241,20.015
5.0,18.207,44.698
5.0,12.055,55.36
4.0,11.906,47.61899999999999
4.0,12.04,26.256
5.0,6.325,44.698
0.0,11.841,0.0
0.0,23.839,0.0
0.0,6.041,0.0
0.0,21.307,0.0
1.0,4.826,11.841
0.0,19.167,0.0
1.0,4.647,6.041
0.0,16.634,0.0
2.0,15.689,16.666999999999998
0.0,8.4,0.0
2.0,15.713,10.688
0.0,3.7,0.0
2.0,6.712,16.666999999999998
1.0,11.777,8.4
2.0,6.488,10.688
1.0,11.698,3.7
2.0,10.878,16.666999999999998
2.0,16.943,20.177
2.0,10.978,10.688
2.0,17.346,15.398
3.0,3.842,27.544999999999998
2.0,19.173,20.177
3.0,3.892,21.666
2.0,19.41,15.398
4.0,16.018,31.386999999999997
2.0,16.351,20.177
4.0,15.618,25.558
2.0,16.755,15.398
4.0,16.082,31.386999999999997
3.0,1.457,36.528
4.0,15.682,25.558
3.0,0.9,32.153
4.0,28.034,31.386999999999997
4.0,21.692,37.985
4.0,27.634,25.558
4.0,21.729,33.053
4.0,5.514,31.386999999999997
5.0,22.516,59.677
4.0,5.114,25.558
5.0,22.766,54.782
0.0,8.425,0.0
0.0,6.566,0.0
0.0,9.696,0.0
0.0,6.299,0.0
0.0,14.836,0.0
1.0,15.783,6.566
0.0,20.689,0.0
1.0,15.873,6.299
1.0,8.181,14.836
1.0,9.923,6.566
0.0,19.431,0.0
2.0,8.061,22.172
1.0,18.265,14.836
2.0,12.285,16.489
0.0,14.92,0.0
3.0,11.66,30.233
1.0,14.798,14.836
3.0,12.42,28.774
1.0,12.166,14.92
3.0,14.316,30.233
2.0,3.8,29.634
3.0,9.388,28.774
2.0,4.045,27.086
3.0,10.083,30.233
3.0,3.809,33.434
3.0,8.386,28.774
3.0,3.659,31.131
3.0,6.233,30.233
4.0,14.457,37.242999999999995
3.0,14.036,28.774
4.0,14.81,34.79
3.0,20.645,30.233
4.0,9.296,37.242999999999995
4.0,11.221,42.81
4.0,9.65,34.79
4.0,10.828,50.878
5.0,3.044,46.538999999999994
4.0,10.262,42.81
5.0,3.026,44.44
4.0,9.869,50.878
0.0,14.479,0.0
0.0,8.466,0.0
0.0,8.679,0.0
0.0,11.043,0.0
0.0,20.322,0.0
1.0,9.518,8.466
1.0,9.488,8.679
0.0,4.303,0.0
0.0,8.169,0.0
2.0,20.223,17.984
1.0,19.281,8.679
1.0,19.603,4.303
1.0,5.244,8.169
2.0,20.175,17.984
2.0,4.89,27.96
1.0,19.596,4.303
2.0,10.207,13.413
2.0,10.813,17.984
3.0,10.531,32.85
1.0,10.233,4.303
3.0,11.183,23.62
2.0,15.607,17.984
3.0,18.563,32.85
2.0,11.033,14.536000000000001
3.0,14.979,23.62
3.0,13.442,33.591
3.0,24.399,32.85
3.0,13.592,25.569000000000003
4.0,10.876,38.599000000000004
3.0,19.207,33.591
3.0,22.86,32.85
4.0,11.238,39.161
5.0,14.644,49.475
3.0,9.225,33.591
3.0,23.392,32.85
5.0,14.277,50.399
5.0,24.601,49.475
4.0,16.756,42.816
4.0,17.127,56.242000000000004
5.0,24.234,50.399
0.0,18.08,0.0
0.0,16.998,0.0
0.0,11.796,0.0
0.0,13.664,0.0
0.0,13.568,0.0
1.0,29.654,16.998
1.0,30.234,11.796
0.0,18.775,0.0
1.0,25.09,13.568
1.0,8.187,16.998
1.0,8.808,11.796
1.0,24.787,18.775
1.0,8.604,13.568
2.0,20.346,25.185000000000002
2.0,20.811,20.604
1.0,8.271,18.775
2.0,19.797,22.171999999999997
2.0,3.147,25.185000000000002
2.0,3.281,20.604
2.0,20.165,27.046
2.0,3.362,22.171999999999997
3.0,19.388,28.332
3.0,18.933,23.884999999999998
2.0,3.824,27.046
3.0,16.914,25.534
3.0,18.589,28.332
3.0,17.844,23.884999999999998
3.0,16.902,30.869999999999997
4.0,28.948,42.448
3.0,11.296,28.332
4.0,28.641,41.729
3.0,30.35,30.869999999999997
4.0,24.083,42.448
4.0,8.826,39.628
4.0,23.776,41.729
4.0,8.664,61.22
4.0,21.204,42.448
5.0,8.361,48.454
4.0,21.104,41.729
5.0,8.544,69.884
0.0,10.569,0.0
0.0,8.169,0.0
0.0,4.949,0.0
0.0,20.048,0.0
0.0,4.007,0.0
1.0,10.899,8.169
1.0,10.508,4.949
0.0,10.388,0.0
1.0,6.869,4.007
1.0,7.711,8.169
1.0,8.019,4.949
1.0,7.257,10.388
2.0,28.333,10.876
1.0,32.243,8.169
2.0,28.137,12.968
1.0,21.683,10.388
2.0,10.476,10.876
2.0,26.99,40.412000000000006
2.0,10.88,12.968
2.0,26.79,32.071
3.0,25.872,21.352
2.0,7.321,40.412000000000006
3.0,25.527,23.848
2.0,7.121,32.071
3.0,16.893,21.352
3.0,10.951,47.733000000000004
3.0,16.548,23.848
3.0,10.492,39.192
4.0,17.637,38.245000000000005
3.0,28.399,47.733000000000004
3.0,13.428,23.848
4.0,18.22,49.684
5.0,21.292,55.882000000000005
3.0,13.086,47.733000000000004
4.0,20.756,37.275999999999996
4.0,6.989,49.684
5.0,11.831,55.882000000000005
4.0,11.155,60.819
4.0,11.236,37.275999999999996
5.0,10.651,56.672999999999995
0.0,11.841,0.0
0.0,9.041,0.0
0.0,3.376,0.0
0.0,19.864,0.0
0.0,20.378,0.0
1.0,9.6,9.041
1.0,10.15,3.376
0.0,10.038,0.0
0.0,17.681,0.0
2.0,2.621,18.641
1.0,7.454,3.376
1.0,3.133,10.038
0.0,8.13,0.0
3.0,16.894,21.261999999999997
2.0,17.235,10.83
1.0,19.873,10.038
1.0,8.007,8.13
3.0,22.504,21.261999999999997
3.0,8.344,28.064999999999998
1.0,23.697,10.038
2.0,31.676,16.137
3.0,12.013,21.261999999999997
4.0,31.622,36.409
1.0,9.033,10.038
2.0,10.332,16.137
4.0,21.907,33.275
4.0,10.278,36.409
2.0,21.954,19.070999999999998
3.0,11.998,26.469
4.0,22.703,33.275
5.0,12.043,46.687
2.0,22.749,19.070999999999998
4.0,10.951,38.467
4.0,25.119,33.275
5.0,4.311,46.687
3.0,10.889,41.81999999999999
5.0,10.904,49.418
4.0,15.386,33.275
6.0,10.775,50.998
3.0,8.648,41.81999999999999
0.0,10.773,0.0
0.0,16.826,0.0
0.0,15.778,0.0
0.0,15.241,0.0
1.0,16.73,10.773
0.0,14.061,0.0
0.0,1.145,0.0
1.0,16.218,15.241
1.0,3.045,10.773
1.0,14.584,14.061
1.0,14.297,1.145
1.0,3.081,15.241
2.0,13.937,13.818
1.0,11.913,14.061
1.0,12.0,1.145
2.0,13.799,18.322
2.0,2.433,13.818
2.0,16.691,25.974
2.0,16.561,13.145
2.0,2.571,18.322
3.0,5.673,16.250999999999998
2.0,16.881,25.974
2.0,16.751,13.145
3.0,5.37,20.893
4.0,20.033,21.924
2.0,4.053,25.974
2.0,4.223,13.145
4.0,20.524,26.263
4.0,11.468,21.924
3.0,26.688,30.027
3.0,26.484,17.368
4.0,10.976,26.263
5.0,6.246,33.391999999999996
3.0,20.941,30.027
3.0,20.738,17.368
5.0,6.471,37.239000000000004
6.0,7.551,39.638
3.0,23.874,30.027
3.0,23.671,17.368
6.0,7.306,43.71000000000001
0.0,8.466,0.0
0.0,10.288,0.0
0.0,8.083,0.0
0.0,14.158,0.0
1.0,18.881,8.466
0.0,29.036,0.0
1.0,18.657,8.083
0.0,4.591,0.0
2.0,24.064,27.347
0.0,15.66,0.0
1.0,13.749,8.083
1.0,24.015,4.591
2.0,5.358,27.347
1.0,20.612,15.66
2.0,20.512,21.832
1.0,4.988,4.591
3.0,9.138,32.705
1.0,12.247,15.66
2.0,12.147,21.832
2.0,9.043,9.579
3.0,4.185,32.705
2.0,7.839,27.907
2.0,19.748,21.832
3.0,8.018,18.622
4.0,11.523,36.89
2.0,9.319,27.907
2.0,17.258,21.832
4.0,11.635,26.64
4.0,13.666,36.89
3.0,9.954,37.226
3.0,9.737,39.09
4.0,13.625,26.64
4.0,14.125,36.89
4.0,10.145,47.18
4.0,10.333,48.827000000000005
4.0,14.237,26.64
4.0,21.109,36.89
5.0,7.031,57.325
4.0,17.073,48.827000000000005
5.0,7.838,40.877
0.0,17.949,0.0
0.0,9.801,0.0
0.0,5.111,0.0
0.0,11.836,0.0
0.0,6.917,0.0
1.0,10.841,9.801
1.0,11.129,5.111
0.0,19.13,0.0
1.0,8.941,6.917
1.0,16.522,9.801
2.0,8.728,16.24
0.0,26.882,0.0
2.0,2.741,15.858
1.0,13.522,9.801
3.0,2.721,24.967999999999996
0.0,23.882,0.0
3.0,10.697,18.599
1.0,19.786,9.801
4.0,10.885,27.688999999999997
0.0,31.087,0.0
4.0,22.802,29.296
1.0,3.549,9.801
5.0,22.62,38.574
0.0,9.304,0.0
4.0,10.682,29.296
2.0,16.628,13.35
5.0,10.699,38.574
1.0,16.469,9.304
4.0,18.638,29.296
3.0,9.22,29.978
5.0,18.455,38.574
2.0,8.643,25.773000000000003
4.0,26.602,29.296
4.0,11.706,39.198
5.0,26.419,38.574
3.0,11.544,34.416000000000004
4.0,6.35,29.296
5.0,20.428,50.903999999999996
5.0,6.333,38.574
4.0,20.231,45.96000000000001
0.0,8.702,0.0
0.0,20.378,0.0
0.0,13.883,0.0
0.0,29.148,0.0
1.0,29.662,8.702
0.0,16.343,0.0
1.0,29.954,13.883
0.0,8.4,0.0
1.0,9.551,8.702
1.0,20.1,16.343
1.0,9.842,13.883
1.0,20.42,8.4
2.0,10.451,18.253
1.0,9.663,16.343
2.0,11.116,23.725
1.0,9.983,8.4
2.0,2.695,18.253
2.0,11.048,26.006
2.0,3.012,23.725
2.0,11.036,18.383000000000003
3.0,19.252,20.948
2.0,12.171,26.006
3.0,18.639,26.737000000000002
2.0,12.001,18.383000000000003
3.0,16.467,20.948
3.0,2.662,38.177
3.0,16.089,26.737000000000002
3.0,3.007,30.384
3.0,6.49,20.948
4.0,10.476,40.839
3.0,6.112,26.737000000000002
4.0,10.905,33.391
4.0,17.044,27.438000000000002
4.0,14.493,40.839
4.0,17.223,32.849000000000004
4.0,14.256,33.391
5.0,21.947,44.482
4.0,13.546,40.839
4.0,5.058,32.849000000000004
5.0,22.068,47.647
0.0,2.904,0.0
0.0,16.452,0.0
0.0,21.712,0.0
0.0,9.304,0.0
1.0,7.121,2.904
0.0,13.601,0.0
0.0,25.187,0.0
1.0,7.212,9.304
2.0,11.212,10.025
0.0,23.545,0.0
0.0,31.295,0.0
2.0,11.1,16.516
3.0,29.778,21.237000000000002
0.0,6.15,0.0
0.0,11.823,0.0
3.0,29.383,27.616
3.0,29.231,21.237000000000002
1.0,4.835,6.15
1.0,4.985,11.823
3.0,28.836,27.616
3.0,7.63,21.237000000000002
2.0,22.457,10.985
2.0,22.586,16.808
3.0,7.735,27.616
4.0,15.817,28.867
2.0,11.432,10.985
2.0,11.603,16.808
4.0,15.455,35.351
4.0,5.853,28.867
3.0,18.822,22.417
3.0,19.064,28.411
4.0,5.615,35.351
5.0,19.888,34.72
3.0,18.716,22.417
3.0,18.846,28.411
5.0,19.342,40.966
5.0,2.878,34.72
4.0,19.895,41.133
4.0,19.636,47.257000000000005
5.0,3.424,40.966
0.0,20.162,0.0
0.0,7.295,0.0
0.0,8.1,0.0
0.0,23.956,0.0
0.0,13.882,0.0
1.0,21.141,7.295
1.0,21.008,8.1
0.0,13.921,0.0
1.0,8.622,13.882
1.0,15.745,7.295
1.0,15.612,8.1
1.0,9.129,13.921
2.0,11.364,22.503999999999998
1.0,14.843,7.295
1.0,14.876,8.1
2.0,11.24,23.049999999999997
2.0,12.338,22.503999999999998
2.0,19.164,22.137999999999998
2.0,19.384,22.976
2.0,12.463,23.049999999999997
3.0,11.506,34.842
2.0,11.282,22.137999999999998
2.0,11.503,22.976
3.0,11.509,35.513
3.0,24.223,34.842
3.0,25.579,33.42
3.0,25.296,34.479
3.0,24.019,35.513
3.0,19.502,34.842
4.0,4.441,58.999
3.0,21.102,34.479
4.0,4.604,59.532
3.0,15.448,34.842
5.0,24.822,63.440000000000005
3.0,4.063,34.479
5.0,24.898,64.136
4.0,16.056,50.29
5.0,13.371,63.440000000000005
4.0,16.423,38.542
5.0,13.447,64.136
0.0,16.542,0.0
0.0,11.798,0.0
0.0,9.225,0.0
0.0,13.88,0.0
0.0,14.151,0.0
1.0,3.154,11.798
1.0,3.102,9.225
0.0,12.924,0.0
0.0,1.145,0.0
2.0,12.983,14.952
2.0,13.161,12.327
0.0,2.602,0.0
1.0,7.494,1.145
2.0,10.118,14.952
2.0,10.296,12.327
1.0,7.511,2.602
2.0,13.036,8.639
2.0,12.003,14.952
2.0,11.491,12.327
2.0,13.236,10.113
3.0,6.401,21.674999999999997
2.0,7.922,14.952
3.0,6.363,23.817999999999998
2.0,6.956,10.113
3.0,11.168,21.674999999999997
3.0,7.713,22.874
3.0,11.33,23.817999999999998
3.0,7.542,17.069
3.0,19.891,21.674999999999997
4.0,12.392,30.587
3.0,20.053,23.817999999999998
4.0,12.587,24.610999999999997
4.0,10.471,41.565999999999995
4.0,21.9,30.587
3.0,30.803,23.817999999999998
5.0,10.683,37.19799999999999
5.0,9.408,52.03699999999999
4.0,12.486,30.587
3.0,21.39,23.817999999999998
6.0,9.381,47.88099999999999
0.0,10.792,0.0
0.0,10.104,0.0
0.0,12.596,0.0
0.0,22.502,0.0
0.0,10.273,0.0
1.0,5.178,10.104
1.0,4.999,12.596
0.0,24.799,0.0
1.0,22.221,10.273
1.0,19.941,10.104
2.0,21.842,17.595
0.0,4.7,0.0
1.0,15.137,10.273
2.0,8.733,30.044999999999998
2.0,14.758,17.595
1.0,8.938,4.7
2.0,14.583,25.41
2.0,7.412,30.044999999999998
2.0,19.168,17.595
2.0,14.336,13.638000000000002
2.0,11.88,25.41
3.0,7.742,37.457
2.0,12.164,17.595
3.0,7.459,27.974000000000004
3.0,20.181,37.29
3.0,25.078,37.457
3.0,19.911,29.759
3.0,25.195,27.974000000000004
4.0,10.595,57.471000000000004
3.0,15.344,37.457
4.0,10.342,49.67
3.0,15.461,27.974000000000004
5.0,14.391,68.066
3.0,29.823,37.457
4.0,10.838,49.67
4.0,14.824,43.435
5.0,8.591,68.066
4.0,6.162,67.28
5.0,5.8,60.508
4.0,9.024,43.435
0.0,15.778,0.0
0.0,11.658,0.0
0.0,14.489,0.0
0.0,19.323,0.0
0.0,13.387,0.0
1.0,2.866,11.658
1.0,3.124,14.489
0.0,19.488,0.0
0.0,14.125,0.0
2.0,16.546,14.524
2.0,17.165,17.613
0.0,2.704,0.0
1.0,3.147,14.125
2.0,13.516,14.524
2.0,14.136,17.613
1.0,3.08,2.704
2.0,19.399,17.272
2.0,8.593,14.524
2.0,7.798,17.613
2.0,19.395,5.784000000000001
2.0,18.073,17.272
3.0,4.713,23.116999999999997
3.0,4.671,25.411
2.0,18.07,5.784000000000001
2.0,3.608,17.272
4.0,14.512,27.83
4.0,14.462,30.082
2.0,3.604,5.784000000000001
3.0,23.877,20.88
4.0,11.826,27.83
4.0,11.876,30.082
3.0,23.994,9.388000000000002
3.0,7.291,20.88
5.0,17.794,39.656
5.0,17.402,41.958
3.0,7.574,9.388000000000002
4.0,10.309,28.171
5.0,11.528,39.656
5.0,11.366,41.958
4.0,10.047,16.962000000000003
0.0,20.597,0.0
0.0,20.712,0.0
0.0,11.72,0.0
0.0,18.08,0.0
1.0,26.549,20.597
0.0,15.418,0.0
1.0,26.413,11.72
0.0,9.801,0.0
1.0,13.509,20.597
1.0,21.442,15.418
1.0,13.373,11.72
1.0,21.03,9.801
2.0,16.547,34.106
1.0,11.743,15.418
2.0,16.851,25.093
1.0,12.243,9.801
2.0,14.156,34.106
2.0,3.194,27.161
2.0,14.46,25.093
2.0,3.744,22.044
2.0,18.549,34.106
3.0,21.665,30.355
2.0,18.646,25.093
3.0,22.015,25.788
3.0,12.439,52.655
3.0,10.987,30.355
3.0,12.598,43.739000000000004
3.0,11.337,25.788
3.0,30.212,52.655
4.0,19.413,41.342
3.0,30.37,43.739000000000004
4.0,19.047,37.125
3.0,24.062,52.655
5.0,6.751,60.754999999999995
3.0,24.22,43.739000000000004
5.0,6.938,56.172
3.0,2.166,52.655
6.0,22.129,67.506
3.0,2.324,43.739000000000004
6.0,21.679,63.11
0.0,15.31,0.0
0.0,14.127,0.0
0.0,23.402,0.0
0.0,19.486,0.0
0.0,10.273,0.0
1.0,15.37,14.127
0.0,11.988,0.0
1.0,15.463,19.486
1.0,5.116,10.273
1.0,10.222,14.127
1.0,4.923,11.988
1.0,10.315,19.486
2.0,12.604,15.389
1.0,15.056,14.127
2.0,12.987,16.911
1.0,14.549,19.486
3.0,22.812,27.993
1.0,16.828,14.127
3.0,22.329,29.898000000000003
1.0,16.92,19.486
3.0,18.46,27.993
2.0,10.695,30.955
3.0,17.977,29.898000000000003
2.0,10.224,36.406000000000006
3.0,11.964,27.993
3.0,9.857,41.65
3.0,11.764,29.898000000000003
3.0,10.212,46.63000000000001
4.0,9.706,39.957
3.0,0.845,41.65
4.0,9.326,41.662000000000006
3.0,1.49,46.63000000000001
4.0,10.021,39.957
4.0,2.671,42.495
4.0,9.601,41.662000000000006
4.0,2.866,48.12000000000001
4.0,22.799,39.957
5.0,12.57,45.166
4.0,22.378,41.662000000000006
5.0,12.953,50.98600000000001
0.0,15.947,0.0
0.0,21.927,0.0
0.0,25.077,0.0
0.0,26.962,0.0
1.0,11.416,15.947
0.0,10.748,0.0
1.0,11.761,25.077
0.0,16.369,0.0
1.0,29.75,15.947
1.0,19.443,10.748
1.0,30.095,25.077
1.0,19.002,16.369
1.0,28.065,15.947
2.0,4.871,30.191000000000003
1.0,28.41,25.077
2.0,5.118,35.370999999999995
1.0,34.616,15.947
3.0,11.744,35.062000000000005
1.0,34.961,25.077
3.0,11.64,40.489
1.0,22.349,15.947
4.0,13.154,46.806000000000004
1.0,22.835,25.077
4.0,12.816,52.129
2.0,4.194,38.296
4.0,14.435,46.806000000000004
2.0,4.444,47.912000000000006
4.0,14.502,52.129
3.0,18.645,42.49
4.0,29.174,46.806000000000004
3.0,18.368,52.35600000000001
4.0,28.836,52.129
4.0,24.92,61.135000000000005
4.0,4.728,46.806000000000004
4.0,24.146,70.724
4.0,4.391,52.129
4.0,16.134,61.135000000000005
5.0,20.113,51.534000000000006
4.0,15.36,70.724
5.0,20.084,56.519999999999996
0.0,22.52,0.0
0.0,13.961,0.0
0.0,12.093,0.0
0.0,13.796,0.0
0.0,19.13,0.0
1.0,3.496,13.961
1.0,3.625,12.093
0.0,10.489,0.0
0.0,23.882,0.0
2.0,6.286,17.457
1.0,7.873,12.093
1.0,6.128,10.489
0.0,3.471,0.0
3.0,23.49,23.743000000000002
1.0,23.282,12.093
2.0,22.998,16.617
1.0,29.283,3.471
3.0,12.632,23.743000000000002
2.0,28.8,35.375
2.0,12.14,16.617
1.0,31.507,3.471
4.0,2.091,36.375
2.0,31.024,35.375
3.0,2.378,28.757
1.0,11.086,3.471
5.0,25.02,38.466
2.0,11.403,35.375
4.0,25.411,31.135
2.0,20.038,14.557
5.0,12.044,38.466
3.0,19.763,46.778
4.0,12.164,31.135
3.0,13.911,34.595
5.0,4.554,38.466
3.0,21.006,46.778
5.0,13.737,43.299
3.0,6.195,34.595
6.0,13.145,43.02
3.0,13.613,46.778
6.0,13.421,57.036
0.0,4.883,0.0
0.0,11.936,0.0
0.0,8.857,0.0
0.0,5.899,0.0
1.0,10.058,4.883
0.0,19.97,0.0
0.0,6.728,0.0
1.0,10.149,5.899
2.0,6.195,14.940999999999999
0.0,19.448,0.0
1.0,7.019,6.728
1.0,14.46,5.899
3.0,11.585,21.136
0.0,22.266,0.0
2.0,11.502,13.747
1.0,10.788,5.899
4.0,3.197,32.721000000000004
0.0,21.307,0.0
2.0,8.374,13.747
2.0,3.63,16.687
5.0,12.662,35.918000000000006
0.0,11.247,0.0
2.0,15.464,13.747
3.0,12.416,20.317
5.0,14.645,35.918000000000006
1.0,4.737,11.247
3.0,4.399,29.211
3.0,14.398,20.317
5.0,18.427,35.918000000000006
2.0,7.838,15.984
4.0,7.863,33.61
3.0,18.181,20.317
5.0,3.708,35.918000000000006
3.0,21.94,23.822
5.0,22.331,41.473
3.0,3.954,20.317
6.0,22.646,39.626000000000005
3.0,16.894,23.822
5.0,16.502,41.473
4.0,22.678,24.271
0.0,23.882,0.0
0.0,10.521,0.0
0.0,8.106,0.0
0.0,5.8,0.0
0.0,22.489,0.0
1.0,5.649,10.521
0.0,11.646,0.0
1.0,6.073,5.8
0.0,19.292,0.0
2.0,11.994,16.17
0.0,4.747,0.0
2.0,11.385,11.873000000000001
0.0,24.937,0.0
3.0,12.329,28.164
1.0,12.429,4.747
2.0,2.957,11.873000000000001
0.0,30.27,0.0
4.0,17.302,40.493
1.0,12.639,4.747
3.0,17.649,14.830000000000002
1.0,32.724,30.27
4.0,21.613,40.493
2.0,33.149,17.386
3.0,21.971,14.830000000000002
2.0,10.356,62.994
4.0,13.462,40.493
2.0,22.875,17.386
4.0,10.697,36.801
3.0,3.716,73.35
4.0,16.729,40.493
2.0,26.308,17.386
5.0,3.624,47.498000000000005
4.0,4.533,77.06599999999999
4.0,15.706,40.493
2.0,27.634,17.386
6.0,4.866,51.12200000000001
5.0,4.171,81.59899999999999
4.0,16.218,40.493
2.0,29.241,17.386
7.0,4.247,55.98800000000001
0.0,8.1,0.0
0.0,15.425,0.0
0.0,13.8,0.0
0.0,8.885,0.0
1.0,7.285,8.1
0.0,19.207,0.0
0.0,12.973,0.0
1.0,7.876,8.885
2.0,24.458,15.385
0.0,8.404,0.0
0.0,13.728,0.0
2.0,23.951,16.761
2.0,10.909,15.385
1.0,19.276,8.404
1.0,19.235,13.728
2.0,10.402,16.761
3.0,5.449,26.294
1.0,19.881,8.404
1.0,19.839,13.728
3.0,5.639,27.162999999999997
4.0,19.178,31.743000000000002
1.0,2.702,8.404
1.0,2.802,13.728
4.0,19.715,32.802
4.0,26.114,31.743000000000002
2.0,13.512,11.106
2.0,13.887,16.53
4.0,26.776,32.802
4.0,23.114,31.743000000000002
3.0,2.833,24.618000000000002
3.0,3.162,30.417
4.0,23.776,32.802
4.0,6.208,31.743000000000002
4.0,17.056,27.451
